price,area,id
350000,206,29259
225000,65,29257
639516.23999999999068677425384521484375,107,29253
550000,143,29252
325000,295,29251
620000,232,29250
325000,295,29249
665662,1372,29248
90000,45,29247
375656,774,29246
480000,237,29245
750000,227,29244
330000,150,29239
650000,151,29238
800000,276,29237
138000,46,29235
950000,144,29231
350000,213,29230
2300000,345,29228
240000,62,29226
680000,270,29224
600000,180,29223
990000,238,29221
1850000,278,29220
1150000,268,29219
450000,77,29209
420000,71,29207
900000,290,29206
650000,261,29205
320000,165,29204
990000,145200,29202
750000,142,29201
230000,75,29199
3900000,800,29198
370000,132,29197
270000,68,29194
1050000,160,29193
400000,192,29192
220000,54,29191
235000,72,29190
1000000,335,29188
990000,188,29187
215000,364,29186
170000,28,29184
530000,336,29183
620000,280,29182
620000,170,29181
450000,218,29179
150000,30,29175
520000,125,29173
410000,110,29172
230000,45,29167
180000,48,29165
1200000,240,29164
950000,308,29163
302245,56,29162
250000,135,29159
389900,68,29154
420000,1020,29153
11355200,4542,29152
400000,293,29151
1596680,798,29150
1571220,785,29149
2015200,1007,29148
2181180,1090,29147
10636700,4254,29146
530000,174,29145
3797550,1519,29144
2626780,1313,29143
340000,230,29142
320000,111,29139
225000,59,29138
200000,510,29137
210000,83,29136
470000,110,29135
460000,103,29134
640000,148,29133
330000,70,29131
600000,600,29129
600000,600,29128
600000,600,29127
320000,360,29126
1600000,400,29125
600000,600,29124
600000,600,29123
320000,364,29122
320000,360,29121
500000,733,29119
480000,357,29118
200000,138,29116
240000,69,29115
1200000,400,29114
740000,1500,29113
320000,101,29110
595000,145,29108
1900000,600,29102
535000,151,29100
250000,415,29098
900000,325,29093
300000,233,29090
1100000,260,29086
3200000,388,29085
1000000,310,29081
170000,42,29080
170000,49,29078
287000,61,29077
320000,712,29075
140000,363,29074
2500000,1500,29073
290000,144,29071
450000,212,29068
350000,128,29066
495000,225,29065
176000,320,29064
380000,180,29063
260000,150,29062
150000,40,29061
2300000,520,29060
105000,139,29057
130000,35,29053
780000,127,29046
450000,114,29045
235000,62,29043
1700000,541,29042
400000,600,29040
780000,185,29038
290000,142,29037
650000,131,29036
230000,49,29035
1100000,500,29034
300000,68,29033
990000,560,29032
560000,1400,29030
350000,95,29029
300000,62,29024
630000,338,29023
650000,252,29022
365000,77,29021
370000,77,29020
390000,77,29019
1050000,376,29016
6500000,1050,29014
960000,315,29010
145000,42,29009
730000,170,29007
310000,186,29003
490000,99,29002
950000,640,29001
295000,75,28999
350000,80,28998
350000,80,28997
280000,70,28996
680000,143,28995
300000,76,28994
190000,49,28993
180000,41,28992
230000,53,28991
160000,33,28990
185000,45,28987
950000,275,28983
200000,116,28982
350000,160,28981
750000,376,28980
300000,462,28979
80000,43,28977
280000,101,28976
230000,70,28975
175000,74,28974
220000,54,28969
160000,142,28968
190000,38,28967
260000,156,28966
165000,61,28964
350000,148,28963
1890000,396,28962
630000,176,28961
350000,126,28960
350000,256,28959
850000,292,28958
700000,135,28957
200000,44,28956
320000,96,28955
1100000,273,28953
145000,53,28952
320000,73,28951
598000,105,28950
504000,504,28949
800000,178,28948
530000,175,28947
550000,118,28946
450000,94,28945
90000,242,28943
1908000,239,28942
495000,101,28941
480000,100,28940
775000,1632,28939
14800000,28831,28936
1290000,600,28933
980000,432,28928
240000,121,28927
500000,150,28926
320000,71,28925
170000,47,28924
280000,71,28923
450000,175,28921
650000,160,28920
1200000,229,28919
340000,84,28918
450000,345,28916
175000,48,28914
175000,95,28913
395000,120,28912
350000,46,28909
350000,46,28908
,289,28907
750000,1000,28906
215000,50,28905
900000,220,28903
1750000,320,28902
510000,215,28901
330000,188,28899
320000,527,28898
400000,200,28897
105000,24,28896
450000,129,28895
220000,44,28894
320000,88,28891
250000,122,28890
205000,44,28889
400000,166,28888
435000,224,28887
300000,205,28886
250000,507,28885
1150000,800,28884
325000,203,28883
1400000,400,28881
1530000,1391,28880
450000,127,28879
620000,151,28878
700000,196,28877
850000,173,28876
960000,238,28875
2800000,395,28872
460000,111,28870
1400000,1070,28868
225000,44,28867
220000,44,28866
620000,139,28865
175000,300,28864
520000,257,28862
400000,307,28861
790000,596,28859
750000,354,28858
510000,98,28855
200000,330,28854
280000,140,28853
3000000,950,28852
175000,250,28850
175000,250,28849
175000,250,28848
175000,250,28847
580000,350,28846
795000,196,28845
195000,272,28844
2790000,426,28840
4500000,542,28839
780000,180,28837
1250000,275,28836
190000,82,28835
250000,85,28834
350000,134,28833
350000,172,28832
1500000,650,28831
160000,45,28828
350000,184,28825
420000,163,28824
100000,43,28823
400000,71,28822
280000,72,28819
450000,216,28816
210000,47,28815
300000,194,28814
599000,425,28813
280000,100,28811
140000,59,28810
330000,158,28808
130000,50,28807
90000,33,28806
190000,70,28805
910000,264,28804
275000,124,28802
275000,82,28800
1600000,280,28799
8500000,4000,28798
1100000,250,28795
950000,1024,28793
150000,311,28792
325000,487,28791
370000,614,28790
230000,377,28789
180000,400,28786
320000,88,28785
1150000,140,28783
690000,358,28781
490000,98,28780
200000,180,28778
150000,210,28777
260000,139,28776
730000,189,28774
760000,189,28773
470000,146,28771
140000,48,28770
266000,102,28766
210000,49,28765
960000,262,28764
400000,240,28763
510000,158,28762
340000,71,28761
1100000,470,28758
490000,94,28757
490000,180,28756
1590000,400,28754
4500000,570,28751
500000,275,28750
150000,55,28749
1250000,250,28748
305000,72,28747
2800000,400,28746
266000,86,28744
500000,240,28743
1500000,370,28742
300000,145,28741
220000,61,28740
220000,149,28739
260000,90,28738
550000,241,28735
680000,234,28734
620000,1076,28733
380000,110,28731
180000,66,28726
105000,48,28725
350000,366,28724
245000,138,28723
320000,105,28722
500000,121,28721
180000,38,28719
550000,99,28717
275000,123,28715
395000,372,28713
395000,371,28712
2900000,424,28711
650000,270,28710
230000,175,28709
270000,90,28706
350000,116,28705
155000,85,28704
570000,304,28700
570000,304,28699
570000,304,28698
530000,313,28696
520000,313,28695
250000,49,28693
300000,55,28692
300000,55,28691
220000,80,28690
1250000,238,28689
305000,84,28688
318000,104,28687
2500000,405,28686
285000,85,28682
695000,156,28681
600000,120,28680
420000,104,28677
190000,412,28676
870000,228,28675
1512000,560,28674
220000,345,28671
265000,63,28667
170000,46,28664
615000,190,28662
180000,46,28661
585000,111,28660
1200000,295,28659
180000,58,28658
990000,230,28655
870000,200,28654
1150000,250,28653
700000,373,28651
1980000,413,28650
450000,217,28649
360000,67,28648
700000,135,28647
110000,340,28639
680000,148,28638
2200000,586,28637
550000,200,28636
1000000,276,28632
175000,74,28631
1300000,350,28630
175000,46,28629
180000,45,28628
360000,86,28627
110000,200,28626
680000,124,28625
5000000,620,28624
350000,150,28623
1300000,230,28622
750000,144,28621
650000,250,28620
636000,170,28619
130000,49,28618
270000,74,28617
330000,80,28615
2000000,886,28613
245000,65,28609
150000,105,28605
690000,176,28602
140000,61,28598
250000,149,28597
1100000,249,28596
590000,152,28595
200000,76,28594
699000,300,28591
215000,62,28590
480000,270,28588
700000,217,28587
540000,283,28586
130000,217,28581
325000,78,28580
170000,45,28578
380000,90,28577
500000,230,28576
900000,312,28575
210000,168,28572
200000,390,28571
380000,80,28570
375000,81,28569
420000,95,28568
850000,178,28567
1880000,394,28564
190000,55,28562
280000,126,28561
182000,60,28558
620000,175,28557
895000,144,28556
275000,104,28552
230000,78,28551
230000,69,28550
500000,88,28549
460000,93,28548
500000,88,28547
680000,320,28546
145000,319,28545
150000,347,28544
450000,195,28542
540000,247,28541
600000,172,28540
295000,91,28538
1300000,315,28536
180000,350,28535
165000,42,28531
340000,132,28530
399000,116,28529
650000,115,28528
370000,128,28527
779823,866,28525
1032660,1147,28524
916740,1018,28523
637812,708.6799999999999499777914024889469146728515625,28522
732492,813.8799999999999954525264911353588104248046875,28521
1029735,1144.15000000000009094947017729282379150390625,28520
685728,761.9199999999999590727384202182292938232421875,28519
320000,425,28516
295000,484,28514
405000,166,28513
240000,65,28512
550000,160,28510
450000,151,28509
220000,129,28508
297000,74,28507
850000,193,28504
140000,53,28503
1500000,1361,28502
1500000,1361,28502
230000,56,28501
4500000,630,28498
4500000,630,28498
190800,118,28494
195000,1025,28491
265000,71,28490
1450000,310,28489
260000,72,28487
320000,70,28485
745000,260,28484
800000,550,28482
180000,48,28481
2000000,380,28477
450000,100,28475
260000,78,28474
260000,64,28471
230000,56,28470
250000,29,28469
6308072,3154.36000000000012732925824820995330810546875,28466
450000,135,28465
640000,126,28462
182000,48,28460
300000,540,28459
320000,65,28457
270000,522,28455
249000,403,28454
530000,141,28451
410000,58,28450
200000,400,28449
55000,270,28443
3000000,420,28440
850000,990,28439
1115000,1313,28438
990000,246,28437
290000,47,28435
240000,61,28434
290000,45,28428
380000,60,28427
1050000,272,28425
550000,155,28424
210000,65,28421
250000,279,28419
1400000,1310,28418
1270000,1170,28417
300000,59,28416
1100000,186,28414
140000,48,28413
520000,73,28412
3800000,586,28411
1450000,1225,28410
330000,393,28409
100000,45,28407
530000,163,28406
1800000,319,28405
850000,143,28403
900000,500,28402
550000,95,28398
200000,47,28395
280000,102,28394
290000,45,28393
520000,98,28392
435000,116,28391
550000,115,28390
170000,41,28389
490000,118,28388
210000,64,28387
160000,287,28385
250000,60,28383
320000,1400,28382
1600000,442,28380
280000,88,28379
530000,150,28378
210000,67,28377
905000,900,28376
160000,59,28373
3500000,500,28371
210000,44,28369
160000,46,28367
2200000,506,28366
222600,336,28363
510000,190,28362
450000,178,28361
5000000,48400,28360
14000000,141000,28359
1200000,245,28358
420000,186,28356
180000,49,28355
220000,61,28353
255000,70,28351
390000,75,28350
200000,183,28349
220000,45,28348
1050000,176,28347
190000,118,28345
180000,186,28343
250000,93,28342
200000,400,28341
2900000,3271,28339
200000,52,28338
470000,91,28335
270000,511,28334
1300000,300,28333
630000,225,28332
3500000,700,28330
3400000,507,28329
3400000,507,28328
550000,101,28324
165000,40,28322
270000,53,28321
580000,135,28319
820000,226,28314
320000,120,28311
425000,150,28310
375000,222,28309
290000,149,28308
600000,264,28307
940000,156,28306
900000,180,28305
490000,84,28304
150000,250,28302
190000,330,28298
220000,65,28297
250000,85,28296
320000,320,28291
430000,90,28290
690000,514,28288
350000,200,28286
370000,180,28285
692000,450,28284
87000,45,28283
425000,203,28282
550000,125,28280
1600000,460,28278
1200000,239,28277
180000,107,28276
165000,47,28275
180000,112,28274
180000,114,28273
180000,114,28272
180000,250,28271
750000,98,28268
195000,49,28267
2000000,700,28259
170000,47,28254
220000,40,28253
380000,590,28251
250000,61,28249
190000,48,28247
320000,46,28246
750000,136,28245
250000,100,28244
210000,40,28243
950000,218.919999999999987494447850622236728668212890625,28242
950000,218.919999999999987494447850622236728668212890625,28241
950000,218.919999999999987494447850622236728668212890625,28240
750000,201,28239
220000,40,28238
950000,218.919999999999987494447850622236728668212890625,28237
650000,201,28236
990000,218.919999999999987494447850622236728668212890625,28235
990000,218.919999999999987494447850622236728668212890625,28234
990000,218.919999999999987494447850622236728668212890625,28233
990000,218.919999999999987494447850622236728668212890625,28231
2000000,296,28228
650000,114,28227
350000,82,28226
350000,141,28225
880000,232,28220
990000,258,28219
230000,56,28218
600000,114,28216
350000,104,28215
850000,214,28214
1700000,360,28213
590000,363,28211
230000,85,28210
6250000,2400,28208
250000,77,28206
520000,154,28205
450000,190,28204
400000,122,28202
5000000,728,28201
320000,102,28200
568000,189,28199
320000,75,28198
160000,107,28197
200000,40,28194
350000,107,28193
400000,115,28192
3000000,510,28187
270000,78,28186
1100000,800,28185
1000000,320,28183
250000,74,28181
980000,1100,28179
280000,152,28178
750000,457,28177
850000,693,28176
400000,95,28175
600000,165,28174
600000,200,28173
207000,352,28172
650000,180,28171
120000,360,28170
120000,360,28169
120000,360,28168
120000,250,28167
120000,250,28166
120000,250,28165
120000,250,28164
130000,286,28163
450000,74,28161
490000,1000,28159
130000,50,28158
130000,36,28157
130000,35,28156
130000,35,28155
390000,106,28154
150000,303,28150
150000,294,28149
150000,305,28148
125000,308,28147
2500000,450,28144
590000,166,28141
1850000,242,28140
240000,51,28139
650000,167,28135
189000,300,28132
850000,196,28131
500000,95,28130
3000000,23600,28129
