price,area,id
3000000,334,28128
850000,196,28126
2100000,565,28125
700000,136,28124
680000,285,28123
340000,120,28121
185000,1320,28120
245000,364,28119
388000,2772,28117
185000,1320,28116
1100000,319,28115
260000,1839,28114
200000,48,28112
2200000,477,28111
240000,100,28110
1600000,400,28109
1600000,400,28109
200000,47,28107
400000,97,28105
350000,150,28103
160000,30,28102
190000,55,28101
190000,55,28100
235000,61,28098
255000,75,28096
70000,360,28095
70000,360,28094
700000,1890,28092
100000,270,28091
100000,50,28090
5000000,9880,28088
1200000,226,28083
180000,133,28082
750000,242,28081
700000,771,28076
700000,777,28075
1659000,377,28074
1300000,688,28073
3500000,450,28067
2300000,350,28065
450000,96,28064
1910000,360,28063
115000,63,28061
180000,60,28057
1472000,639,28056
1900000,364,28055
620000,250,28054
490000,95,28053
730000,160,28051
350000,134,28049
390000,120,28048
280000,72,28047
550000,104,28045
350000,188,28043
425000,93,28042
240000,308,28038
255000,150,28036
330000,329,28033
213000,71,28031
650000,174,28022
750000,267,28017
670000,114,28015
190000,100,28009
215000,100,28004
550000,104,28003
990000,330,27996
479000,81,27995
500000,142,27992
220000,63,27991
220000,110,27987
900000,198,27985
185000,41,27984
1755000,336,27981
600000,192,27980
180000,83,27979
200000,60,27978
510000,104,27977
390000,127,27972
480000,106,27970
390000,88,27969
550000,84,27967
530000,99,27966
290000,53,27964
230000,56,27963
230000,56,27962
530000,125,27960
175000,36,27959
8000000,4000,27958
550000,204,27957
4396000,1099,27956
299000,68,27955
175000,250,27953
175000,250,27952
1300000,228,27949
180000,44,27947
213000,364,27946
190000,77,27944
4000000,900,27937
130000,279,27934
905000,144,27933
128000,43,27932
320000,75,27930
780000,180,27927
745000,300,27926
450000,832,27924
450000,318,27923
510000,177,27922
1700000,1613,27918
220000,60,27917
205000,49,27915
850000,323,27912
330000,436,27909
265000,445,27907
180000,42,27906
385000,150,27905
270000,81,27904
550000,130,27903
1480000,290,27902
350000,300,27901
210000,484,27900
110000,200,27899
170000,363,27895
215000,250,27891
750000,265,27888
2350000,370,27887
145000,39,27886
145000,39,27885
830000,146,27881
360000,220,27879
1100000,410,27871
1100000,252,27868
1800000,278,27867
145000,64,27866
187000,46,27864
530000,95,27862
395000,86,27860
185000,54,27858
132500,306,27857
180000,30,27856
175000,54,27854
1550000,880,27853
330000,544,27852
165000,30,27851
2000000,302,27850
330000,80,27849
367500,70,27848
760000,413,27845
620000,128,27844
99000,258,27842
150000,37,27836
478000,96,27833
185000,47,27830
290000,536,27824
890000,350,27822
2550000,440,27817
540000,713,27814
290000,140,27805
280000,110,27803
950000,186,27802
225000,280,27801
850000,190,27800
116000,253,27798
350000,45,27797
690000,232,27796
265000,64,27795
240000,85,27794
800000,280,27792
880000,134,27791
500000,489,27790
650000,149,27789
360000,74,27785
275000,80,27780
200000,210,27779
890000,320,27778
310000,96,27777
315000,65,27775
420000,128,27774
265000,520,27772
430000,85,27771
370000,419,27768
770000,212,27765
180000,49,27763
650000,115,27759
685000,474,27757
190000,47,27755
440000,734,27754
192000,42,27753
380000,76,27751
205000,70,27750
245000,55,27749
401000,96,27748
400000,103,27746
280000,100,27745
750000,128,27744
2000000,246,27743
159000,98,27741
190000,40,27740
320000,103,27737
262000,307,27736
510000,119,27735
723500,147,27733
180000,47,27732
240000,63,27731
240000,63,27730
480000,240,27729
1700000,386,27728
850000,139,27727
1400000,278,27726
330000,54,27725
700000,150,27723
1290000,240,27722
200000,45,27721
275000,70,27720
165000,38,27719
410000,102,27718
170000,46,27716
5800000,4400,27715
240000,63,27714
240000,63,27712
210000,309,27711
230000,355,27710
230000,105,27709
914000,155,27708
250000,68,27706
290000,455,27705
590000,150,27704
450000,242,27702
440000,180,27701
4950000,2057,27698
180000,49,27696
274000,44,27693
220000,44,27691
280000,75,27690
840000,202,27689
170000,108,27687
250000,100,27685
330000,77,27684
470000,95,27683
1850000,330,27682
160000,48,27681
891900,991,27680
1181700,1313,27679
205000,63,27678
205000,63,27677
260000,84,27676
260000,53,27675
750000,127,27671
180000,410,27669
180000,410,27668
180000,410,27667
180000,410,27666
180000,410,27665
2300000,453,27661
200000,54,27660
270000,498,27658
150000,48,27656
200000,57,27655
180000,66,27654
200000,118,27653
320000,133,27651
1000000,670,27650
2200000,281,27647
199000,74,27645
600000,366,27643
1600000,500,27641
230000,76,27638
160700,47,27637
235000,74,27636
550000,128,27634
230000,110,27632
360000,90,27630
780000,300,27629
240000,94,27628
2700000,539,27627
978800,238,27626
520000,97,27624
150000,258,27622
185000,66,27621
160000,304,27620
250000,360,27614
1400000,296,27611
320000,80,27608
1450000,300,27605
232700,65,27602
260000,267,27600
1000000,418,27599
425000,160,27598
196763,53,27597
191500,250,27596
216700,53,27595
675000,161,27593
120000,340,27592
120000,340,27590
160000,250,27589
220000,121,27587
120000,150,27585
307000,100,27584
340000,160,27583
1650000,510,27582
890000,186,27581
2800000,6300,27580
160000,334,27578
240000,83,27577
160000,200,27576
200000,18,27573
280000,88,27572
750000,306,27570
400000,93,27569
120000,340,27565
380000,81,27561
800000,412,27556
690000,134,27555
195000,64,27554
1170000,4,27552
450000,287,27550
640000,173,27548
180000,43,27547
2400000,512,27543
480000,275,27541
700000,185,27540
175000,57,27539
5250000,3500,27536
350000,96,27534
450000,106,27533
245000,306,27531
200000,640,27529
230000,78,27528
710000,153,27527
240000,85,27526
890000,352,27525
390000,877,27522
586000,120,27520
1500000,295,27519
586000,120,27518
675000,716,27517
795000,128,27516
700000,145,27515
165000,55,27514
380000,136,27513
341000,85,27511
370000,95,27508
120000,38,27504
1690000,367,27501
182000,38,27499
640000,288,27498
480000,77,27497
350000,93,27495
500000,380,27493
1500000,345,27492
530000,115,27491
320000,167,27488
915000,363,27487
250000,66,27486
2490000,302,27484
400000,141,27482
730000,155,27481
730000,170,27480
550000,350,27479
380000,150,27478
192000,250,27477
4500000,710,27475
450000,105,27473
250000,97,27472
320000,612,27470
630000,146,27468
340500,107,27467
1100000,290,27465
480000,147,27463
440000,122,27462
1995000,312,27461
320000,100,27459
340000,100,27458
170000,250,27457
485000,247,27455
298000,62,27454
150000,450,27453
150000,450,27452
530000,128,27451
350000,46,27450
1000000,155,27448
198000,364,27444
2900000,400,27442
450000,98,27441
290000,45,27440
1200000,310,27439
165000,136,27438
390000,204,27437
450000,5000,27436
2200000,2129,27435
690000,165,27434
205000,37,27432
1950000,454,27429
150000,308,27427
150000,175,27426
600000,156,27421
190000,48,27420
447000,100,27419
150000,275,27418
150000,250,27417
150000,250,27416
266000,72,27414
135000,53,27413
192000,360,27412
600000,84,27409
180000,49,27408
1300000,269,27407
3000000,1236,27405
1300000,290,27404
585000,111,27403
300000,145,27402
1150000,410,27401
380000,600,27397
2200000,278,27394
530000,241,27393
220000,72,27391
478000,170,27390
220000,472,27389
165000,52,27387
3000000,433,27385
235000,93,27384
800000,230,27383
586000,111,27382
230000,91,27381
1300000,228,27380
250000,133,27379
750000,128,27378
790000,485,27377
1800000,260,27376
3000000,2750,27375
250000,40,27374
246500,39,27373
390000,152,27372
215000,130,27369
215000,47,27367
425000,958,27365
250000,250,27364
1500000,370,27363
790000,480,27362
112000,263,27361
2700000,434,27360
850000,325,27359
200000,320,27356
520000,152,27354
250000,385,27353
280000,241,27351
318000,318,27350
270000,352,27349
1130000,216,27348
260000,272,27346
230000,68,27345
750000,213,27343
480000,160,27342
1650000,260,27341
320000,155,27340
500000,87,27339
425600,117,27337
300000,528,27336
300000,489,27334
1280000,672,27333
335000,103,27332
260000,199.3899999999999863575794734060764312744140625,27330
140000,31,27327
370000,120,27325
750000,250,27324
155000,253,27323
498000,95,27322
280000,48,27320
2500000,395,27318
2660000,548,27317
330000,186,27315
295000,97,27313
190000,290,27308
200000,58,27304
171000,43,27303
1500000,631,27297
450000,95,27296
2000000,1250,27294
230000,71,27291
250000,74,27290
1800000,350,27288
450000,95,27287
285000,79,27285
220000,90,27284
298000,84,27282
185000,341,27281
1100000,268,27280
160000,250,27278
700000,173,27275
550000,250,27274
185000,428,27271
195000,398,27270
290000,60,27269
170000,40,27268
615000,156,27266
264000,60,27265
298000,139,27261
730000,190,27260
1750000,380,27253
280000,95,27247
1290000,260,27246
900000,210,27245
358000,76,27241
250000,37,27240
250000,37,27239
380000,173,27238
5000000,670,27236
550000,245,27234
270000,130,27230
320000,58,27229
550000,5000,27228
850000,266,27226
180000,54,27225
380000,221,27224
260000,67,27221
260000,200,27220
680000,212,27219
399000,84,27214
1000000,570,27213
550000,300,27212
543000,133,27211
800000,178,27208
590000,114,27206
445000,170,27205
360000,130,27204
212000,61,27202
280000,94,27201
200000,48,27200
750000,230,27198
450000,5000,27195
99000,340,27192
500000,107,27190
255000,54,27189
830000,304,27186
550000,100,27185
650000,200,27183
171000,47,27182
1500000,400,27181
3900000,504,27179
150000,22,27174
200000,68,27170
234000,25,27169
860000,481,27168
2800000,404,27165
140000,46,27164
100000,39,27163
2000000,324,27162
370000,191,27160
532000,240,27157
320000,106,27156
390000,432,27152
620000,128,27150
650000,726,27149
1350000,374,27148
280000,75,27147
200000,39,27145
1200000,660,27144
350000,119,27143
175000,42,27142
175000,42,27141
1350000,250,27140
1700000,900,27136
14500000,4000,27132
250000,62,27130
2500000,769,27128
599000,170,27125
1150000,370,27124
265000,130,27123
580000,140,27122
450000,83,27120
680000,158,27119
286000,97,27117
450000,726,27113
325000,76,27112
190000,83,27110
1170000,520,27109
480000,170,27106
385000,107,27102
610000,97,27101
180000,300,27100
1890000,365,27097
234000,1017,27096
490000,200,27095
290000,128,27094
478000,178,27091
185000,47,27089
160000,70,27086
700000,782,27082
700000,796,27081
1400000,1580,27080
300000,88,27078
450000,175,27075
390000,877,27072
265000,169,27071
465000,76.280000000000001136868377216160297393798828125,27066
375000,250,27065
382500,255,27064
688500,459,27063
430000,168,27062
450000,85,27061
410000,88,27059
380000,174,27058
420000,81,27056
280000,95,27054
330000,89,27051
1650000,370,27050
70000,20,27049
225000,453,27048
730000,190,27047
351000,92,27046
800000,172,27045
4000000,700,27044
1350000,175,27043
2400000,348,27042
345000,116,27041
300000,100,27040
1200000,137,27039
280000,94,27038
532000,187,27035
170000,250,27034
402000,78,27026
600000,180,27025
160000,59,27024
790000,166,27019
395000,199,27018
2450000,410,27017
260000,80,27014
640000,187,27013
1000000,216,27012
150000,32,27011
900000,166,27010
1100000,186,27009
1950000,409,27008
1350000,217,27007
1600000,315,27006
350000,89,27003
180000,250,27002
257000,77,27000
300000,51,26998
1390000,258,26997
200000,360,26996
310000,600,26993
380000,150,26992
950000,300,26988
1150000,400,26986
270000,83,26985
145000,46,26984
170000,630,26983
900000,310,26982
270000,128,26980
350000,513,26979
430000,784,26976
800000,194,26974
2300000,544,26973
560000,148,26972
1070000,200,26971
250000,44,26970
400000,256,26968
745000,143,26966
318000,387,26964
1100000,177,26963
677421,140,26962
270000,487,26961
189000,48,26953
189000,48,26952
189000,48,26951
450000,110,26950
639000,121,26949
1015000,172,26948
350000,87,26945
300000,117,26943
800000,116,26940
1140000,245,26932
320000,131,26931
1430000,218,26929
200000,150,26927
735000,185,26926
750000,300,26924
750000,300,26924
900000,521,26919
620000,190,26918
165000,42,26916
750000,250,26914
260000,37,26913
380000,178,26912
950000,600,26911
950000,500,26910
345000,66,26908
380000,85,26906
410000,85,26905
245000,438,26904
1300000,250,26903
2700000,497,26899
270000,65,26898
760000,140,26894
1180000,239,26893
350000,155,26892
2000000,296,26888
1950000,296,26887
577000,2511,26886
580000,193,26885
295000,54,26884
300000,103,26883
290000,53,26879
1700000,1300,26878
165000,48,26874
2200000,287,26872
290000,68,26869
280000,445,26868
650000,336,26866
325000,67,26865
350000,420,26864
1950000,377,26860
298000,62,26859
220000,47,26858
205000,47,26857
220000,56,26856
900000,437,26855
270000,446,26854
510000,125,26853
550000,119,26852
800000,790,26851
530000,123,26850
290000,242,26849
420000,106,26848
280000,108,26844
300000,149,26841
1500000,212,26840
280000,60,26838
1490000,330,26836
630000,174,26835
1390000,267,26834
1500000,575,26833
390000,70,26832
315000,118,26825
290000,117,26824
380000,300,26823
499000,122,26821
790000,189,26819
90000,35,26818
1250000,174,26815
555000,98,26812
680000,400,26811
180000,75,26809
2900000,600,26808
480000,173,26807
295000,146,26805
380000,292,26803
1100000,275,26801
270000,97,26800
692000,153,26791
365000,88,26790
1000000,337,26789
1800000,246,26787
1600000,522,26786
680000,154,26785
180000,45,26782
1000000,400,26781
430000,250,26780
220000,157,26779
1000000,10000,26777
240000,50,26776
169000,46,26774
128000,40,26773
650000,110,26771
650000,110,26770
280000,34,26769
990000,622,26767
1200000,459,26766
1250000,331,26764
680000,216,26762
400000,485,26761
240000,48,26759
1200000,263,26757
1700000,700,26756
230000,50,26755
2500000,370,26754
205000,46,26749
900000,250,26748
305000,360,26747
240000,48,26746
250000,45,26745
1000000,380,26743
200000,130,26739
210000,64,26738
660000,250,26737
450000,150,26733
350000,55,26729
980000,600,26726
190000,47,26723
320000,67,26721
900000,205,26720
350000,120,26719
350000,82,26718
245000,63,26714
339000,85,26713
480000,121,26711
330000,330,26710
250000,43,26708
650000,600,26706
260000,42,26705
850000,180,26703
380000,170,26702
730000,180,26701
2500000,674,26700
320000,103,26697
450000,1400,26695
1500000,367,26694
350000,2000,26688
425000,360,26687
920000,215,26682
425000,748,26679
410000,107,26677
270000,102,26676
130000,43,26669
290000,80,26667
2500000,660,26666
230000,115,26665
300000,146,26664
180000,368,26663
480000,735,26662
320000,503,26661
200000,360,26657
220000,360,26656
678000,152,26654
250000,62,26652
540000,187,26650
230000,70,26649
195000,45,26648
900000,225,26645
1065000,110,26643
220000,76,26642
629000,1732,26641
268000,43,26639
1495000,445,26638
1400000,597,26637
490000,376,26636
210000,105,26634
750000,182,26633
190000,75,26632
550000,228,26630
650000,228,26629
850000,277,26627
950000,310,26626
170000,55,26620
110000,41,26616
185000,74,26615
185000,76,26614
185000,74,26613
700000,441,26612
270000,144,26611
695000,350,26609
280000,124,26603
280000,78,26601
530000,232,26600
290000,84,26599
315000,80,26596
350000,145,26594
640000,256,26592
1300000,330,26589
190000,65,26587
730000,124,26582
600000,125,26580
580000,221,26577
30032000,300320,26568
11590000,115870,26567
380000,132,26562
550000,154,26556
160000,43,26555
280000,75,26553
210000,42,26552
2000000,1250,26548
181000,45,26544
181000,45,26542
220000,42,26540
220000,31,26538
650000,135,26536
950000,167,26532
1300000,175,26529
298000,144.80000000000001136868377216160297393798828125,26528
400000,496,26527
362000,72,26525
650000,632,26523
870000,225,26522
135000,424,26521
265000,60,26520
275000,67,26519
1490000,168,26517
140000,47,26515
750000,176,26513
210000,360,26512
425000,557,26511
235000,50,26510
210000,37,26509
270000,66,26508
280000,105,26506
230000,147,26504
1600000,460,26503
2000000,296,26502
1800000,200,26501
2200000,281,26500
1100000,165,26499
300000,91,26494
250000,48,26490
1288000,644,26484
300000,107,26480
650000,152,26479
190000,36,26478
190000,360,26475
1200000,2750,26474
580000,262,26472
530000,101,26466
300000,47,26465
260000,62,26464
430000,132,26463
745000,280,26462
1600000,587,26461
3500000,457,26460
620000,300,26459
1300000,450,26456
285000,577,26455
250000,52,26453
980000,148,26452
250000,78,26450
1500000,253,26449
750000,432,26448
400000,198,26447
750000,147,26444
180000,46,26442
447000,71,26439
1540000,227,26436
430000,182,26434
320000,150,26433
1500000,242000,26432
170000,44,26430
330000,45,26428
300000,131,26427
550000,105,26420
950000,247,26416
430000,172,26415
180000,44,26414
190000,62,26412
160000,88,26411
860000,206,26409
250000,250,26407
900000,200,26406
190000,314,26405
800000,261,26404
1350000,240,26402
680000,156,26400
200000,34,26396
650000,900,26394
730000,134,26393
1250000,320,26392
690000,157,26391
2500000,1500,26385
205000,18,26377
450000,250,26374
700000,190,26373
1200000,164,26372
220000,69,26371
1800000,223,26370
200000,260,26369
180000,101,26367
210000,65,26365
210000,65,26364
210000,65,26363
210000,65,26362
480000,96,26361
2000000,345,26360
2000000,345,26360
380000,104,26359
745000,133,26356
230000,55,26352
400000,160,26350
300000,141,26347
540000,148,26344
400000,85,26343
390000,68,26336
465000,84,26335
215000,356.33999999999997498889570124447345733642578125,26334
550000,197,26331
540000,350,26324
400000,106,26323
280000,70,26322
1150000,300,26321
213000,39,26318
537000,137,26312
1500000,260,26311
415000,94,26310
495000,176,26307
233000,50,26306
265000,68,26305
390000,103,26304
795000,196,26302
155000,49,26301
130000,300,26300
700000,128,26299
450000,156,26298
450000,140,26295
220000,54,26293
175000,300,26291
980000,231,26290
3800000,600,26286
270000,54,26282
165000,48,26280
2200000,573,26275
550000,180,26274
1050000,168,26273
1000000,3,26271
220000,358,26270
1000000,168,26269
296000,70,26267
1000000,215,26264
420000,75,26261
780000,148,26255
220000,77,26254
220000,77,26253
1100000,450,26251
560000,149,26248
800000,149,26246
195000,44,26245
1250000,160,26243
213000,66,26242
360000,76,26239
532000,125,26236
970000,204,26234
532000,150,26233
690000,278,26232
750000,5508,26230
500000,263,26228
320000,69,26226
330000,75,26225
320000,600,26219
610000,94,26218
560000,71,26217
145000,50,26216
145000,50,26215
145000,50,26213
790000,148,26212
220000,360,26210
265000,80,26208
850000,137,26202
390000,137,26199
660000,135,26195
290000,275,26194
125000,46,26191
260000,89,26190
145000,43,26188
128000,46,26187
1300000,500,26186
150000,397,26182
320000,645,26181
850000,188,26180
225000,64,26175
850000,188,26173
299250,427,26172
650000,170,26167
2750000,11000,26165
175000,45,26162
280000,51,26160
1380000,355,26156
1280000,228,26150
1985000,381,26149
285000,150,26147
210000,253,26142
330000,84,26141
330000,84,26140
330000,84,26139
380000,94,26138
380000,160,26137
330000,91,26136
380000,91,26135
290000,65,26131
120000,336,26125
360000,107,26124
200000,85,26119
150000,70,26118
970000,203,26117
450000,94,26115
1100000,239,26114
400000,68,26113
1300000,239,26109
650000,162,26107
5000000,529,26101
700000,149,26096
480000,160204,26094
280000,208,26093
1200000,275,26091
1105000,2980,26090
220000,89,26088
180000,406,26083
355000,72,26082
280000,70,26080
2000000,560,26077
850000,200,26072
225000,405,26070
210000,300,26069
190000,70,26068
1350000,325,26067
250000,79,26065
200000,66,26064
480000,90,26062
720000,132,26061
1600000,229,26059
270000,333,26057
1500000,372,26056
220000,375,26055
180000,65,26054
850000,238,26053
850000,263,26050
200000,50,26048
180000,320,26044
380000,100,26042
280000,37,26039
1200000,273,26035
198000,54,26033
300000,600,26030
170000,60,26029
200000,48,26028
155000,33,26027
490000,95,26025
410000,70,26023
170000,115,26022
213000,300,26021
120000,25,26019
320000,67,26018
366171,93,26014
316797,81,26012
1600000,200,26010
750000,200,26003
215000,38,26000
215000,38,25999
700000,190,25997
1900000,390,25993
690000,160,25992
352000,54,25988
260000,37,25986
260000,37,25985
680000,190,25983
750000,277,25981
759000,190,25980
380000,75,25976
480000,180,25974
310000,104,25972
800000,400,25971
240000,47,25970
380000,67,25969
280000,54,25968
350000,67,25967
280000,54,25966
350000,67,25965
380000,67,25964
380000,67,25963
600000,325,25962
1100000,414,25961
1207000,1283,25958
2945000,15544,25955
300000,98,25949
550000,260,25947
600000,238,25946
1430000,335,25945
580000,150,25944
479000,146,25942
419000,69,25941
760000,220,25936
850000,341,25934
555000,1500,25923
750000,750,25922
270000,118,25920
1500000,245,25919
430000,105,25917
1200000,215,25916
480000,523,25912
189900,49,25909
390000,154,25906
600000,214,25905
700000,339,25904
590000,128,25899
950000,186,25896
950000,186,25895
135000,33,25894
800000,190,25892
510000,190,25890
255000,70,25887
161000,37,25886
150000,37,25885
320000,185,25879
288000,96,25878
650000,229,25877
335000,87,25875
766000,187,25874
1200000,736,25873
248000,485,25870
400000,249,25868
145000,40,25863
930000,203,25862
200000,56,25861
300000,94,25859
150000,47,25858
350000,92,25857
320000,154,25856
699000,305,25855
560000,143,25854
477000,110,25852
1050000,300,25851
500000,220,25847
265000,96,25845
955000,186,25844
300000,307,25842
260000,100,25840
380000,151,25838
265000,343,25836
2000000,560,25832
660000,150,25831
580000,209,25827
310000,93,25825
300000,93,25823
2450000,160,25821
280000,169,25817
200000,46,25815
280000,51,25814
308000,70,25811
310000,70,25810
550000,78,25809
450000,484,25807
1157532.34000000008381903171539306640625,124,25804
1289640,215,25803
850000,143,25802
822537,147,25801
694930,100,25800
644930,100,25799
440000,63,25798
664930,104,25797
435000,63,25796
375621.900000000023283064365386962890625,64,25795
425000,64,25794
368618.1599999999743886291980743408203125,64,25793
430000,63,25792
430000,64,25791
1100000,864,25789
465000,219,25788
1400000,278,25786
350000,70,25785
900000,310,25784
348255,65,25778
460000,64,25777
680000,180,25776
450000,64,25775
425000,64,25774
430000,64,25772
355000,64,25771
1200000,480,25770
430000,210,25756
1915000,525,25754
520000,103,25753
1000000,350,25745
390000,87,25742
310000,94,25741
3300000,680,25738
165000,43,25737
350000,450,25736
790000,222,25735
170000,41,25734
1300000,210,25731
1700000,930,25730
215000,50,25729
215000,50,25728
215000,50,25727
200000,92,25725
450000,121,25719
1300000,202,25717
1200000,400,25716
170000,53,25714
1600000,405,25713
3900000,440,25711
3200000,520,25710
1000000,157,25708
350000,46,25707
890000,228,25700
690000,165,25699
780000,200,25698
490000,194,25697
550000,134,25693
1100000,201,25690
550000,128,25688
615000,156,25687
830000,230,25686
230000,69,25685
280000,66,25682
290000,200,25680
600000,132,25679
300000,156,25675
280000,69,25673
580000,300,25670
400000,86,25668
970000,429,25665
480000,132,25664
,400,25658
680000,345,25655
195000,58,25652
250000,37,25649
6000000,21000,25644
380000,97,25640
275000,99,25639
530000,206,25638
155000,31,25636
480000,142,25635
500000,260,25631
530000,242,25630
580000,147,25628
1000000,681,25624
212000,66,25623
710000,189,25622
230000,62,25621
290000,70,25617
570000,128,25615
857000,163,25614
300000,182,25605
900000,1270,25604
1600000,390,25603
1200000,968,25602
610000,325,25601
280000,83,25600
1800000,400,25599
130000,41,25597
890000,320,25593
3000000,22000,25591
2200000,381,25590
1650000,645,25589
225000,66,25588
215000,66,25587
1497000,600,25586
350000,110,25584
200000,70,25583
165000,48,25581
150000,64,25580
350000,161,25578
660000,200,25577
1200000,360,25573
300000,83,25572
1800000,400,25571
550000,152,25569
190000,46,25566
490000,194,25565
150000,46,25563
990000,704,25558
600000,207,25556
660000,228,25553
1250000,330,25552
252000,130,25551
110000,29,25547
110000,29,25546
680000,406,25545
500000,100,25544
1100000,188,25541
660000,150,25540
860000,220,25538
180000,100,25537
300000,351,25534
352000,79,25529
1100000,210,25527
710000,137,25524
190000,250,25523
639000,331,25522
145000,250,25521
650000,219,25517
530000,180,25516
2800000,400,25512
1200000,143,25511
350000,89,25507
220000,433,25506
220000,433,25505
360000,450,25504
160000,41,25503
240000,65,25502
162840,301,25500
140454,257,25499
210000,53,25498
139260,257,25497
1407550,2010,25496
880000,144,25495
136000,250,25494
250000,37,25493
172800,289,25492
172800,288,25491
165140,254,25489
165500,254,25488
190220,317,25487
2600000,410,25486
1300000,1280,25485
1300000,1130,25484
120000,360,25482
800000,411,25481
900000,176,25479
250000,375,25476
150000,53,25475
400000,76,25474
292000,120,25473
680000,86,25471
240000,200,25470
750000,131,25469
520000,110,25468
195000,75,25466
180000,300,25464
1500000,450,25463
290000,168,25461
323000,52,25458
225000,47,25457
230000,68,25456
325000,67,25452
225000,54,25450
274000,490,25449
600000,293,25444
760000,156,25443
780000,163,25442
360000,117,25440
650000,140,25439
350000,265,25437
1700000,349,25436
455000,170,25432
800000,1800,25429
160000,46,25427
230000,45,25425
700000,755,25424
420000,161,25421
395000,93,25419
500000,146,25416
210000,69,25415
336000,73,25413
770000,173,25412
630000,228,25411
450000,103,25408
360000,228,25400
400000,125,25397
160000,58,25392
1490000,270,25390
350000,90,25383
230000,327,25382
235000,53,25381
170000,37,25380
170000,37,25378
610000,133,25377
212000,398,25375
165000,363,25374
230000,100,25371
299000,139,25369
170000,46,25359
795000,200,25358
600000,127,25357
590000,250,25355
350000,80,25344
550000,236,25340
225000,80,25339
880000,730,25337
590000,151,25336
950000,140,25334
115000,40,25331
480000,160,25330
650000,217,25328
150000,45,25327
2800000,400,25325
1400000,210,25324
320000,113,25323
250000,74,25321
250000,71,25320
270000,113,25319
980000,500,25318
180000,89,25317
245000,47,25316
260000,41,25309
700000,111,25305
260000,41,25295
140000,55,25293
530000,146,25286
750000,630,25285
180000,43,25284
2500000,446,25282
270000,70,25281
1250000,261,25280
450000,680,25277
270000,164,25276
225000,47,25275
350000,247,25272
260000,85,25263
260000,85,25262
260000,85,25261
260000,85,25260
181000,300,25258
181000,300,25257
181000,300,25256
6500000,650,25255
2200000,1500,25254
195000,780,25253
180000,250,25252
750000,205,25250
120000,340,25249
240000,170,25248
1100000,440,25247
250000,95,25244
220000,126,25239
250000,75,25238
175000,251,25232
169000,46,25229
900000,551,25226
550000,189,25225
370000,104,25223
220000,352,25218
300000,61,25216
198000,65,25212
295000,535,25211
329000,58,25210
478000,107,25206
1500000,1608,25205
980000,450,25203
750000,224,25202
250000,71,25201
700000,150,25200
850000,264,25199
680000,101,25197
489000,104,25192
280000,77,25190
350000,83,25189
360000,149,25187
1230000,202,25186
2000000,665,25185
175000,38,25181
1700000,400,25180
210000,40,25179
139000,46,25178
130000,26,25177
140000,53,25174
420000,121,25173
850000,344,25172
450000,103,25171
1000000,202,25169
3500000,567,25168
1400000,1600,25167
800000,250,25166
850000,340,25164
595000,104,25162
220000,51,25161
650000,128,25158
190000,61,25156
442000,100,25152
400000,605,25151
118000,222,25150
118000,222,25149
118000,222,25148
1800000,306,25147
250000,93,25146
2500000,24200,25144
900000,500,25140
570000,280,25139
320000,67,25137
1050000,1751,25136
330000,93,25132
425000,93,25130
750000,310,25129
750000,307,25126
,40000,25122
650000,220,25121
290000,88,25119
105000,24,25118
790000,300,25117
638000,171,25115
970000,133,25113
200000,45,25109
1600000,485,25108
320000,101,25107
200000,250,25105
175000,48,25101
240000,99,25100
750000,4183,25097
1800000,3000,25096
2550000,3000,25095
580000,101,25092
750000,387,25091
670000,156,25083
449000,105,25080
9500000,2520,25077
200000,49,25076
375000,135,25071
370000,125,25066
200000,48,25064
600000,171,25063
296000,72,25061
200000,48,25059
220000,254,25056
500000,289,25055
150000,250,25053
280000,176,25052
800000,243,25051
860000,210,25049
235000,108,25045
220000,130,25043
1000000,8878,25040
1800000,900,25039
750000,270,25038
550000,181,25035
2250000,900,25034
260000,85,25032
260000,85,25031
260000,85,25030
260000,85,25028
250000,127,25024
510000,150,25022
260000,85,25021
260000,85,25020
260000,85,25019
260000,85,25018
185000,509,25017
270000,160,25016
200000,376,25013
260000,85,25012
260000,85,25011
260000,85,25009
260000,85,25008
630000,150,25005
250000,166,25004
590000,340,25000
321000,80,24999
550000,300,24996
300000,355,24993
397000,618,24992
372000,86,24989
1500000,480,24985
850000,250,24984
345000,148,24983
415000,80,24982
480000,84,24981
270000,160,24979
210000,437,24978
730000,161,24977
240000,66,24976
240000,54,24975
240000,54,24974
150000,75,24971
215000,100,24970
670000,128,24969
650000,198,24962
530000,150,24961
2000000,1684,24960
135000,49,24959
370000,360,24958
790000,320,24951
255000,76,24950
180000,152,24946
2500000,1863,24944
350000,97,24943
530000,123,24942
550000,229,24940
260000,442,24939
640000,128,24938
880000,250,24937
140000,35,24934
230000,62,24932
321000,63,24931
590000,419,24930
1000000,244,24926
350000,98,24922
330000,185,24921
290000,167,24913
1350000,260,24912
650000,104,24908
266000,94,24902
230000,66,24901
258000,67,24898
1150000,172,24894
,335,24893
330000,164,24892
880000,400,24891
1100000,181,24890
550000,276,24889
560000,200,24886
380000,444,24884
2600000,453,24881
1500000,6270,24878
535000,179.789999999999992041921359486877918243408203125,24875
140000,38,24865
320000,140,24864
350000,47,24863
600000,219,24862
310000,127,24860
900000,395,24858
280000,160,24857
280000,160,24856
1500000,370,24855
512000,114,24854
190000,55,24852
285000,154,24845
220000,363,24839
